#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
206,VT Cosmetics,VT Reti-A Reedle Shot 100 2-Step Hydrogel Mask (1 PC),Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-reti-a-reedle-shot-100-2-step-hydrogel-mask-1-pc,"The Skin Boutique Curates: VT Reti-A Reedle Shot 100 2-Step Hydrogel Mask (1 PC) The mask combo with Cica Reti-A, which moisturizes and soothes the skin Authentically sourced and independently curated","Water, Glycerin (Check packaging for full details)"
207,Medicube,Medicube Azelaic Acid 16 BB Soothing Serum,Serum,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-azelaic-acid-16-bb-soothing-serum,The Skin Boutique Curates: Medicube Azelaic Acid 16 BB Soothing Serum Experience the best of K-Beauty with Medicube Azelaic Acid 16 BB Soothing Serum by Medicube — a premium formula crafted to transfo,"Water, Glycerin (Full ingredients list under review)"
208,Lululun,LULULUN Strawberry Face Mask - Tochigi Limited Release,Sheet Masks,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-strawberry-face-mask-tochigi-limited-release-7-pcs-35-pcs,The Skin Boutique Curates: LULULUN Strawberry Face Mask - Tochigi Limited Release A mask that fully contains the magic of sweet strawberries from Tochigi Prefecture Authentically sourced and independe,"Aqua, Glycerin, Butylene Glycol, Fragaria Ananassa Fruit Water, Fragaria Ananassa Seed Extract, Dextrin, Hydrolyzed Collagen, Hydroxypropyltrimonium Hyaluronate, Sodium PCA, PEG-40 Hydrogenated Castor"
209,SKINFOOD,SKINFOOD Rice Brightening Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skinfood-rice-brightening-mask,"The Skin Boutique Curates: SKINFOOD Rice Brightening Mask A transparent, highly adhesive cellulose sheet that quickly and easily cares for clear skin texture Authentically sourced and independently cu","Water, Glycerin, Methylpropanediol, Niacinamide, Cetyl Ethylhexanoate, Propanediol, Caprylic/Capric Triglyceride, Polyglyceryl-6 Stearate, Dipropylene Glycol, Butyrospermum Parkii (Shea) Butter, Sorbi"
210,Lululun,LULULUN Nagasaki Tulip Face Mask,Sheet Masks,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-nagasaki-tulip-face-mask,"The Skin Boutique Curates: LULULUN Nagasaki Tulip Face Mask A romantic blend of heritage, nature, and beauty, for skin that blossoms Authentically sourced and independently curated by The Skin Boutiqu","Water, Glycerin, Butylene Glycol, Pe G- 40 Hydrogenated Castor Oil, Xanthan Gum, Phenoxyethanol, Methylparaben, Dipotassium Glycyrrhizate, Sodium Citrate, Fragrance, Citric Acid, Enterococcus Faecalis"
211,KRACIE Hadabisei,KRACIE Hadabisei 3D Face Mask - Super Supple,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-hadabisei-3d-face-mask-super-supple,"The Skin Boutique Curates: KRACIE Hadabisei 3D Face Mask - Super Supple Get firmer, radiant, translucent, and deeply moisturized skin Authentically sourced and independently curated by The Skin Boutiq","Water, Glycerin (Check packaging for full details)"
212,KRACIE Hadabisei,KRACIE Hadabisei 3D Face Mask - Moisturizing,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-hadabisei-3d-face-mask-moisturizing,"The Skin Boutique Curates: KRACIE Hadabisei 3D Face Mask - Moisturizing Get firmer, radiant, translucent, and deeply moisturized skin Authentically sourced and independently curated by The Skin Boutiq","Water, Glycerin (Check packaging for full details)"
213,KRACIE Hadabisei,KRACIE Hadabisei 3D Face Mask - Brightening,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-hadabisei-3d-face-mask-brightening,"The Skin Boutique Curates: KRACIE Hadabisei 3D Face Mask - Brightening Brighten and promote the production of collagen for clear, youthful appearance. Authentically sourced and independently curated b","Water, Glycerin (Check packaging for full details)"
214,VT Cosmetics,VT Cica Collagen All-In-One 3-Step Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-cica-collagen-all-in-one-3-step-mask-1-pc,The Skin Boutique Curates: VT Cica Collagen All-In-One 3-Step Mask (1 PC) A sheet mask that helps to restore skin elasticity and healthy-looking skin Authentically sourced and independently curated by,"Water, Glycerin (Check packaging for full details)"
215,VT Cosmetics,VT Vita Light All-In-One 3-Step Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-vita-light-all-in-one-3-step-mask-1-pc,The Skin Boutique Curates: VT Vita Light All-In-One 3-Step Mask (1 PC) A 3-step mask program that brightens with 20% vitamin C Authentically sourced and independently curated by The Skin Boutique — yo,"Water, Glycerin (Check packaging for full details)"
216,VT Cosmetics,VT Cica Reti-A All-In-One 3-Step Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-cica-reti-a-all-in-one-3-step-mask-1-pc,"The Skin Boutique Curates: VT Cica Reti-A All-In-One 3-Step Mask (1 PC) The mask combo with Cica Reti-A, which moisturizes and soothes the skin Authentically sourced and independently curated by The S","Water, Glycerin (Check packaging for full details)"
217,VT Cosmetics,VT Reedle Shot All-In-One 3-Step Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-reedle-shot-all-in-one-3-step-mask-1-pc,"The Skin Boutique Curates: VT Reedle Shot All-In-One 3-Step Mask (1 PC) The revolutionary Cica Reedles, now in a 3-step layering mask program Authentically sourced and independently curated by The Ski","Water, Glycerin (Check packaging for full details)"
218,Lululun,LULULUN Pure Everys Pink Face Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-pure-everys-pink-face-mask-32-pcs,The Skin Boutique Curates: LULULUN Pure Everys Pink Face Mask A rejuvenated version designed to bring joy to skin that has been strained by prolonged mask wear Authentically sourced and independently ,"Water, Glycerin, Butylene Glycol, Glycereth-26, Xanthan Gum, Phenoxyethanol, Methylparaben, Sodium PCA, PEG-40 Hydrogenated Castor Oil, Disodium EDTA , Sodium Citrate, Dipotassium Glycyrrhizate, PEG-2"
219,Lululun,LULULUN Precious Red Moist Face Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-precious-red-moist-face-mask,The Skin Boutique Curates: LULULUN Precious Red Moist Face Mask A l uxurious daily treatment developed in Japan to deliver aging care benefits while deeply hydrating the skin for long-term results Aut,"Water, Glycerin, Butylene Glycol, PEG/PPG/Polybutylene Glycol-8/5/3Glycerin, Camellia Japonica Seed Oil, C18-36 Acid Triglyceride, C12-18 Acid Triglyceride, Jojoba Esters, Squalene, Phytosteryl Macada"
220,Lululun,LULULUN Precious White Clear Face Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-precious-white-clear-face-mask-32-pcs,The Skin Boutique Curates: LULULUN Precious White Clear Face Mask A mask that helps plump the skin an restores damage using botanical ingredients Authentically sourced and independently curated by The,"Water, Glycerin, Butylene Glycol, Ascorbyl Glucoside, Ascorbyl Tetraisopalmitate, Panthenol, Tocopherol, Retinyl Palmitate, Squalane, Arachis Hypogaea (Peanut) Oil, Sorbitol, Hydrogenated Lecithin, Di"
221,Lululun,LULULUN Precious Green Balance Face Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/lululun-precious-green-balance-face-mask-32-pcs,"The Skin Boutique Curates: LULULUN Precious Green Balance Face Mask A balancing sheet mask for rough, sleep deprived skin Authentically sourced and independently curated by The Skin Boutique — your tr","Water, Glycerin, Butylene Glycol, Ascorbyl Glucoside, Ascorbyl Tetraisopalmitate, Panthenol, Tocopherol, Retinyl Palmitate, Squalane, Arachis Hypogaea (Peanut) Oil, Sorbitol, Hydrogenated Lecithin, Di"
222,Dr.Jart+,Dr.Jart+ Cicapair Intensive Soothing Repair Serum Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-jart-cicapair-intensive-soothing-repair-serum-mask,The Skin Boutique Curates: Dr.Jart+ Cicapair Intensive Soothing Repair Serum Mask A refreshing cellulose sheet mask infused with a facial serum enriched with Cica Complex (Centella Asiatica Extracts) ,"Water, Glycerin (Check packaging for full details)"
223,Medicube,Medicube Kojic Acid Turmeric Brightening Gel Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-kojic-acid-turmeric-brightening-gel-mask-1-pc,The Skin Boutique Curates: Medicube Kojic Acid Turmeric Brightening Gel Mask (1 PC) A brightening sheet mask for instant glass skin Authentically sourced and independently curated by The Skin Boutique,"Purified water, glycerin, methylpropanediol, acrylates/ethylhexylacrylate copolymer, niacinamide, Chondrus Crispus Extract, 1,2-hexanediol, betaine, carob gum, hydroxyacetophenone, allantoin, glucoman"
224,Medicube,Medicube PDRN Pink Collagen Gel Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-pdrn-pink-collagen-gel-mask-1-pc,The Skin Boutique Curates: Medicube PDRN Pink Collagen Gel Mask (1 PC) A revolutionary salmon PDRN gel mask that helps to achieve glass skin Authentically sourced and independently curated by The Skin,"Water, Glycerin, Methylpropanediol, Acrylates/Ethylhexyl Acrylate Copolymer, Niacinamide, Chondrus Crispus Powder, 1,2-Hexanediol, Butylene Glycol, Betaine, Ceratonia Siliqua (Carob) Gum, Hydroxyaceto"
225,VT Cosmetics,VT Reedle Shot 300 2-Step Mask (1 PC),Sheet Masks,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-reedle-shot-300-2-step-mask-1-pc,"The Skin Boutique Curates: VT Reedle Shot 300 2-Step Mask (1 PC) The revolutionary Cica Reedles, now in a 2-step layering mask program. Authentically sourced and independently curated by The Skin Bout","Water, Glycerin (Check packaging for full details)"
226,VT Cosmetics,VT Reedle Shot 100 2-Step Mask (1 PC),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/vt-reedle-shot-100-2-step-mask-1-pc,"The Skin Boutique Curates: VT Reedle Shot 100 2-Step Mask (1 PC) The revolutionary Cica Reedles, now in a 2-step layering mask program. Authentically sourced and independently curated by The Skin Bout","Water, Glycerin (Check packaging for full details)"
227,SKINFOOD,SKINFOOD Carrot Carotene Calming Mask Sheet (1 pc),Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skinfood-carrot-carotene-calming-mask-sheet-1-pc,The Skin Boutique Curates: SKINFOOD Carrot Carotene Calming Mask Sheet (1 pc) A daily sheet mask that delivers rich moisture. Authentically sourced and independently curated by The Skin Boutique — you,"Water, Glycerin (Check packaging for full details)"
228,Skin1004,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-madagascar-centella-watergel-sheet-ampoule-mask-1pc-1-box,The Skin Boutique Curates: SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask A gel sheet mask with three times the standard moisture content to intensely soothe and hydrate the skin. Authentica,"Water, Glycerin (Check packaging for full details)"
229,Dr.Jart+,Dr.Jart+ Dermask Micro Jet Clearing Solution Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-jart-dermask-micro-jet-clearing-solution-mask-1-pc-1-box,"The Skin Boutique Curates: Dr.Jart+ Dermask Micro Jet Clearing Solution Mask A micro-fiber sheet mask formulated to combat breakouts, reduce the appearance of scars, and correct uneven skin tone. Auth","Water, Glycerin (Check packaging for full details)"
230,Dr.Jart+,Dr.Jart+ Dermask Micro Jet Brightening Solution Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-jart-dermask-micro-jet-brightening-solution-mask-1-pc-1-box,"The Skin Boutique Curates: Dr.Jart+ Dermask Micro Jet Brightening Solution Mask A micro-fiber sheet mask formulated with powerful antioxidants, glutathione, niacinamide, and a-bisabolol to visibly bri","Water, Glycerin (Check packaging for full details)"
231,Dr.Jart+,Dr.Jart+ Vital Hydra Solution Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-jart-vital-hydra-solution-mask-1-pc-1-box,The Skin Boutique Curates: Dr.Jart+ Vital Hydra Solution Mask A cellulose sheet mask with active ingredients like oligo-hyaluronic acid and algae extract that penetrate the skin deeply to provide ulti,"Water, Glycerin (Check packaging for full details)"
232,Dr.Jart+,Dr.Jart+ Soothing Hydra Solution Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-jart-soothing-hydra-solution-mask-1-pc-1-box,"The Skin Boutique Curates: Dr.Jart+ Soothing Hydra Solution Mask A cellulose sheet mask containing active ingredients that soothe and calm skin, and provide ultimate hydration. Authentically sourced a","Water, Glycerin (Check packaging for full details)"
233,numbuzin,numbuzin No.4 Hydrating Glow Mineral Toner (200ml),Toner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-4-hydrating-glow-mineral-toner-200ml,The Skin Boutique Curates: numbuzin No.4 Hydrating Glow Mineral Toner (200ml) A thermal water toner that hydrates 7 skin layers and improves makeup base by 99.74%. Authentically sourced and independen,"Water, Glycerin (Check packaging for full details)"
234,numbuzin,numbuzin No.3 Super Glowing Essence Toner (200ml),Toner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-3-super-glowing-essence-toner-200ml,The Skin Boutique Curates: numbuzin No.3 Super Glowing Essence Toner (200ml) Experience the best of K-Beauty with numbuzin No.3 Super Glowing Essence Toner (200ml) by numbuzin — a premium formula craf,"Water, Glycerin (Full ingredients list under review)"
235,Celimax,celimax The Real Noni Moisture Balancing Toner (150ml),Toner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/celimax-the-real-noni-moisture-balancing-toner-150ml,The Skin Boutique Curates: celimax The Real Noni Moisture Balancing Toner (150ml) A toner with plant based antioxidants that helps to soothe and calm skin prone to redness Authentically sourced and in,"Water, Glycerin (Check packaging for full details)"
236,Celimax,celimax Dual Barrier Creamy Toner (150ml),Toner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/celimax-dual-barrier-creamy-toner-150ml,The Skin Boutique Curates: celimax Dual Barrier Creamy Toner (150ml) A premium vegan toner premium that is designed to provide your skin with comprehensive protection and nourishment Authentically sou,"Water, Glycerin (Check packaging for full details)"
237,ANUA,ANUA Rice 70 Glow Milky Toner (250ml),Toner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-rice-70-glow-milky-toner,"The Skin Boutique Curates: ANUA Rice 70 Glow Milky Toner (250ml) A lightweight milky toner that brightens and moisturizes, revealing glass skin. Authentically sourced and independently curated by The ","Oryza Sativa (Rice) Bran Water(71%). Butylene Glycol, Glycerin, Dipropylene Glycol, Niacinamide, Propanediol, Water, 1,2-Hexanediol, Methyl Gluceth-20, Panthenol, Betaine, Oryza Sativa (Rice) Extract("
238,AXIS-Y,AXIS-Y Daily Purifying Treatment Toner (200ml),Toner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/axis-y-daily-purifying-treatment-toner-200ml,The Skin Boutique Curates: AXIS-Y Daily Purifying Treatment Toner (200ml) A new and improved daily toner that purifies clogged pores. Authentically sourced and independently curated by The Skin Boutiq,"Water, Glycerin (Check packaging for full details)"
239,SOME BY MI,SOME BY MI AHA-BHA-PHA 30 Days Miracle Toner (150ml),Toner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/some-by-mi-aha-bha-pha-30-days-miracle-toner-150ml,"The Skin Boutique Curates: SOME BY MI AHA-BHA-PHA 30 Days Miracle Toner (150ml) A ""miracle"" toner packed with active ingredients to have you glowing in no time. Authentically sourced and independently","Water, Butylene Glycol, Dipropylene Glycol, Glycerin, Niacinamide, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Polyglyceryl-4 Caprate, Carica Papaya (Papaya) Fruit Extract, Lens Esculenta (Lentil)"
240,COSRX,COSRX AHA BHA Clarifying Treatment Toner (150ml),Toner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-aha-bha-clarifying-treatment-toner-150ml,"The Skin Boutique Curates: COSRX AHA BHA Clarifying Treatment Toner (150ml) A gentle exfoliating toner that combines AHA, BHA and purifying botanical ingredients to eliminate impurities, exfoliate, hy","Water, Glycerin (Check packaging for full details)"
